Assigned Name,Round number,Effort,Random Draw,Performance,Effort2,Random Draw2,Performance2,Participated1,Participated2,Win1,Win2,Round Payoff,Selected round,Selected Payment,Converted Payment,Beta,Non-Exc,Group id,Group members,Decision Time,Session Code,Action Log,Mini Test,Timeout or not?
Participant 9,Round: 1,5.0,-1.32,30.87,,,,1,-,1,-,35.0,14,0.0,0.0,36.8,Exc,103,9/18--Yes,22.0,20/07/2021 08:31:23,S:0.1=T4-S:1.3=T4-S:1.7=T4-S:1.9=T4-S:2.2=T4-S:2.8=T4-S:3.1=T4-S:3.6=T4-S:3.7=T4-S:3.8=T4-S:4=T4-S:4.1=T4-S:4.2=T4-S:4.4=T5-S:4.6=T5-S:4.8=T5-S:5=T5-S:5.1=T5-M:5=T8--,-,--
Participant 10,Round: 1,7.5,-11.02,29.28,,,,1,-,0,-,2.5,14,0.0,0.0,36.8,Exc,97,10/2--No,46.0,20/07/2021 08:31:23,S:0.1=T5-S:0.3=T5-S:0.4=T5-S:0.5=T5-S:0.6=T5-S:0.7=T5-S:0.8=T5-S:0.9=T6-S:1=T6-S:1.1=T6-S:1.2=T6-S:1.3=T6-S:1.4=T6-S:1.5=T6-S:1.6=T6-S:1.7=T6-S:1.8=T6-S:1.9=T7-S:2=T9-S:2.1=T9-S:2.2=T9-S:2.3=T11-S:2.4=T12-S:2.5=T12-S:2.6=T13-S:2.7=T13-S:2.8=T13-S:2.9=T13-S:3=T13-S:3.1=T13-S:3.2=T13-S:3.3=T13-S:3.4=T13-S:3.5=T14-S:3.6=T14-S:3.7=T14-S:3.8=T14-S:3.9=T14-S:4=T14-S:4.2=T14-S:4.3=T14-S:4.4=T14-S:4.6=T14-S:4.7=T14-S:4.8=T14-S:4.9=T14-S:5=T15-S:5.1=T15-S:5.2=T17-S:5.3=T17-S:5.6=T17-S:5.8=T17-S:6.1=T17-S:6.3=T17-S:6.6=T17-S:6.7=T17-S:7.1=T17-S:7.5=T17-S:7.8=T17-S:8=T17-S:8.2=T17-S:8.3=T17-S:8.7=T17-S:8.9=T17-S:9.2=T17-S:9.5=T17-S:9.6=T18-S:9.7=T18-S:9.8=T18-S:9.9=T18-S:10=T18-S:9.9=T19-S:9.7=T19-S:9.6=T19-S:9.4=T19-S:9.3=T19-S:9.2=T19-S:9.1=T19-S:9=T19-S:8.7=T19-S:8.5=T19-S:8.4=T19-S:8.3=T19-S:8.2=T19-S:8.1=T19-S:8=T20-S:8.1=T21-S:8=T21-S:7.7=T21-S:7.6=T21-S:7.5=T21-S:7.4=T21-S:7.3=T21-S:7.2=T22-S:7.1=T22-M:7=T26-S:7.1=T33-S:7.2=T34-S:7.3=T34-S:7.4=T34-S:7.5=T34-S:7.6=T34-S:7.7=T34-S:7.8=T34-S:7.9=T34-S:8=T34-S:7.9=T35-S:7.6=T35-S:7.5=T35-S:7.4=T35-S:6.9=T35-S:7=T35-S:7.1=T35-S:7.2=T37-S:7.3=T37-S:7.4=T37-S:7.6=T37-S:7.9=T37-S:7.8=T38-S:7.7=T38-S:7.6=T38-M:7.5=T40--,-,--
Participant 11,Round: 1,10.0,-26.98,19.08,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,98,11/5--Yes,6.0,20/07/2021 08:31:23,S:0.1=T3-S:1=T3-S:1.3=T4-S:2=T4-S:2.7=T4-S:4=T4-S:5=T4-S:5.6=T4-S:7.2=T4-S:9.3=T4-S:10=T4--,-,--
Participant 12,Round: 1,7.2,11.94,51.43,,,,1,-,0,-,2.8,14,0.0,0.0,36.8,Exc,100,12/6--No,36.0,20/07/2021 08:31:23,S:0.2=T12-S:2.1=T12-S:2.3=T12-S:2.4=T12-S:2.6=T12-S:2.9=T12-S:3.7=T13-S:4.3=T13-S:4.5=T13-S:4.6=T13-S:4.7=T13-S:4.9=T13-S:5.1=T13-S:5.2=T13-S:5.1=T13-S:5.2=T16-S:5.3=T16-S:5.4=T16-S:5.5=T16-S:5.6=T17-S:5.7=T17-S:5.9=T17-S:6=T17-S:6.1=T18-S:6.6=T18-S:6.7=T19-S:6.9=T19-S:7=T19-S:7.1=T20-S:7.2=T22--,-,--
Participant 13,Round: 1,10.0,-5.24,40.81,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,102,13/4--No,56.0,20/07/2021 08:31:23,S:0.1=T6-S:0.3=T6-S:0.4=T6-S:0.7=T6-S:1.3=T6-S:1.4=T6-S:1.5=T6-S:1.6=T6-S:2=T6-S:2.3=T6-S:2.5=T6-S:2.6=T6-S:2.7=T6-S:2.9=T6-S:3.2=T6-S:3.4=T6-S:3.5=T6-S:3.6=T6-S:3.7=T6-S:3.8=T6-S:3.9=T7-S:4=T7-S:4.1=T7-S:4.2=T7-S:4.5=T7-S:4.8=T7-S:4.9=T7-S:5=T7-S:5.1=T22-S:5.4=T22-S:5.6=T22-S:5.9=T22-S:6.3=T22-S:6.5=T22-S:6.6=T22-S:6.7=T22-S:6.9=T22-S:7=T22-S:7.1=T54-S:7.5=T54-S:7.6=T54-S:7.8=T54-S:7.9=T54-S:8.1=T54-S:8.5=T54-S:8.6=T54-S:8.7=T54-S:9=T54-S:9.3=T54-S:9.4=T54-S:9.5=T55-S:9.6=T55-S:9.7=T55-S:9.8=T55-S:9.9=T55-S:10=T55--,-,--
Participant 14,Round: 1,10.0,-12.46,33.59,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,101,14/17--Yes,30.0,20/07/2021 08:31:23,S:0.2=T2-S:1.2=T3-S:2.2=T3-S:2.7=T3-S:2.9=T3-S:3.1=T3-S:3=T5-S:2.9=T5-S:2.8=T5-S:2.7=T6-S:2.8=T14-S:3.1=T14-S:3.2=T14-S:3.3=T14-S:3.4=T14-S:3.5=T15-S:3.6=T15-S:3.7=T15-S:3.8=T15-S:3.9=T15-S:4=T16-S:4.1=T16-S:4=T17-S:3.9=T17-S:4=T17-S:4.1=T28-S:5.5=T28-S:7.3=T28-S:8.2=T28-S:9.4=T28-S:10=T28--,-,--
Participant 15,Round: 1,5.1,33.8,66.38,,,,1,-,1,-,34.9,14,0.0,0.0,36.8,Exc,93,15/16--Yes,8.0,20/07/2021 08:31:23,S:0.1=T3-S:1.8=T3-S:2.1=T3-S:2.8=T3-S:3.1=T3-S:3.2=T3-S:3.8=T4-S:4.3=T4-S:4.6=T4-S:4.7=T4-S:4.8=T4-S:4.9=T4-S:5=T4-S:5.1=T5--,-,--
Participant 16,Round: 1,7.1,15.07,54.28,,,,1,-,0,-,2.9,14,0.0,0.0,36.8,Exc,93,16/15--No,83.0,20/07/2021 08:31:23,S:4.9=T45-S:10=T70-S:7.7=T80-S:7.1=T82--,-,Yes
Participant 17,Round: 1,10.0,-12.94,33.12,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,101,17/14--No,28.0,20/07/2021 08:31:23,S:0.2=T26-S:7.3=T27-S:9=T27-S:9.5=T27-S:9.8=T27-S:10=T27--,-,--
Participant 18,Round: 1,3.7,-24.52,1.64,,,,1,-,0,-,6.3,14,0.0,0.0,36.8,Exc,103,18/9--No,10.0,20/07/2021 08:31:23,S:3.2=T4-S:3.6=T6-S:3.7=T8--,-,--
Participant 19,Round: 1,3.0,18.71,40.68,,,,1,-,0,-,7.0,14,0.0,0.0,36.8,Exc,99,19/7--No,18.0,20/07/2021 08:31:23,S:2.9=T14-S:3=T15-S:3.1=T15-M:3=T17--,-,--
Participant 20,Round: 1,4.9,9.46,41.24,,,,1,-,1,-,35.1,14,0.0,0.0,36.8,Exc,96,20/8--Yes,22.0,20/07/2021 08:31:23,S:0.1=T8-S:1.1=T8-S:2.1=T8-S:2.8=T8-S:3.1=T8-S:3.3=T8-S:3.4=T8-S:3.5=T8-S:3.6=T8-S:3.8=T9-S:3.9=T9-S:3.8=T10-S:3.7=T12-S:3.6=T12-S:3.5=T12-S:3.4=T12-S:3.3=T12-S:3.2=T12-S:3.1=T12-S:3=T12-S:2.9=T12-S:2.8=T12-S:2.7=T12-S:2.6=T12-S:2.5=T12-S:2.4=T13-S:2.3=T13-S:2.2=T13-S:2.1=T13-S:1.9=T13-S:2=T13-S:2.5=T13-S:3.4=T13-S:5.1=T13-S:6.2=T13-S:6.7=T13-S:6.9=T13-S:7.3=T13-S:7.4=T13-S:7.3=T15-S:7.2=T15-S:7.1=T15-S:7=T15-S:6.9=T15-S:6.8=T16-S:6.7=T16-S:6.6=T16-S:6.5=T16-S:6.4=T16-S:6.2=T16-S:6=T16-S:5.9=T16-S:5.8=T16-S:5.7=T16-S:5.6=T16-S:5.5=T16-S:5.4=T16-S:5.3=T17-S:5.2=T17-S:5.1=T18-S:5=T19-S:4.9=T20--,-,--
Participant 21,Round: 1,3.6,-25.28,0.34,,,,1,-,0,-,6.4,14,0.0,0.0,36.8,Exc,95,21/22--No,21.0,20/07/2021 08:31:23,S:3.6=T4--,-,--
Participant 22,Round: 1,3.0,29.11,51.08,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,95,22/21--Yes,12.0,20/07/2021 08:31:23,S:3.1=T8-S:3=T10--,-,--
Participant 1,Round: 2,6.3,0.35,37.16,,,,1,-,0,-,3.7,14,0.0,0.0,36.8,Exc,111,1/4--No,34.0,20/07/2021 08:31:23,S:0.3=T14-S:2.6=T14-S:3.5=T14-S:3.7=T14-S:3.8=T14-S:4.3=T14-S:4.7=T14-S:5.1=T14-S:5.3=T14-S:5.4=T14-S:5.5=T14-S:5.6=T14-P:5.7=T19-P:5.8=T19-P:5.9=T20-P:6=T20-P:6.1=T20-P:6.2=T21-P:6.3=T21--,-,--
Participant 2,Round: 2,10.0,6.6,52.65,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,106,2/15--No,27.0,20/07/2021 08:31:23,S:10=T25--,-,--
Participant 3,Round: 2,6.1,-12.06,24.11,,,,1,-,0,-,3.9,14,0.0,0.0,36.8,Exc,110,3/6--No,18.0,20/07/2021 08:31:23,S:0.1=T7-S:0.2=T8-S:0.3=T8-S:0.4=T8-S:0.5=T8-S:0.6=T8-S:0.7=T8-S:0.8=T8-S:0.9=T9-S:1=T9-S:1.1=T9-S:1.2=T9-S:1.3=T9-S:1.4=T9-S:1.5=T9-S:1.6=T9-S:1.7=T9-S:1.8=T9-S:1.9=T9-S:2=T9-S:2.1=T9-S:2.3=T9-S:2.4=T9-S:2.5=T9-S:2.6=T10-S:2.8=T10-S:2.9=T10-S:3.1=T10-S:3.2=T10-S:3.3=T10-S:3.4=T10-S:3.5=T10-S:3.6=T10-S:3.7=T10-S:3.8=T10-S:3.9=T10-S:4=T10-S:4.1=T10-S:4.2=T10-S:4.3=T10-S:4.4=T10-S:4.5=T10-S:4.6=T10-S:4.7=T10-S:4.8=T10-S:4.9=T10-S:5=T11-S:5.1=T11-S:5.2=T11-S:5.3=T11-S:5.4=T11-S:5.5=T11-S:5.6=T11-S:5.7=T11-S:5.8=T12-S:5.9=T12-S:6=T12-S:6.1=T12--,-,--
Participant 4,Round: 2,8.6,7.33,50.36,,,,1,-,1,-,31.4,14,0.0,0.0,36.8,Exc,111,4/1--Yes,26.0,20/07/2021 08:31:23,S:0.1=T2-S:2.6=T2-S:6.3=T2-S:8.4=T2-S:8.7=T3-S:9.1=T3-S:9.9=T3-S:10=T3-S:9.9=T16-S:9.8=T16-S:9.7=T16-S:9.6=T16-S:9.5=T21-S:9.4=T21-S:9.3=T21-S:9.2=T21-S:9.1=T21-S:9=T21-S:8.9=T21-S:8.8=T21-S:8.7=T21-S:8.6=T21-S:8.5=T21-S:8.6=T21--,-,--
Participant 5,Round: 2,5.9,-16.41,19.09,,,,1,-,0,-,4.1,14,0.0,0.0,36.8,Exc,108,5/17--No,24.0,20/07/2021 08:31:23,S:5.9=T16--,-,--
Participant 6,Round: 2,8.2,23.73,65.81,,,,1,-,1,-,31.8,14,0.0,0.0,36.8,Exc,110,6/3--Yes,28.0,20/07/2021 08:31:23,S:0.1=T21-S:0.7=T21-S:1.1=T21-S:1.6=T21-S:2.1=T21-S:2.5=T21-S:2.8=T21-S:3.2=T21-S:3.7=T21-S:4=T21-S:4.3=T21-S:4.6=T21-S:5=T21-S:5.3=T21-S:5.5=T21-S:5.8=T21-S:6=T22-S:6.1=T22-S:6.4=T22-S:6.6=T22-S:6.9=T22-S:7=T22-S:7.1=T22-S:7.2=T22-S:7.3=T22-S:7.4=T22-S:7.5=T22-S:7.6=T22-S:7.7=T22-S:7.8=T22-S:7.9=T22-S:8=T22-S:8.1=T22-S:8.2=T22--,-,--
Participant 7,Round: 2,5.4,28.78,62.51,,,,1,-,1,-,34.6,14,0.0,0.0,36.8,Exc,107,7/14--Yes,67.0,20/07/2021 08:31:23,S:0.1=T4-S:0.7=T4-S:1.4=T4-S:2.4=T5-S:3.1=T5-S:3.7=T5-S:4.2=T5-S:4.5=T5-S:4.7=T5-S:4.9=T5-S:5=T5-S:5.1=T5-S:5.2=T19-S:5.8=T19-S:6.4=T19-S:6.8=T19-S:7.2=T19-S:7.5=T19-S:7.9=T19-S:8.1=T19-S:8.3=T19-S:8.2=T29-S:8=T29-S:7.7=T29-S:7.3=T29-S:7.1=T29-S:6.7=T29-S:6.2=T29-S:5.8=T29-S:5.5=T29-S:5.4=T29-S:5.3=T29-S:5.2=T29-S:5.1=T30-P:5.2=T49-P:5.3=T51-P:5.4=T52--,-,--
Participant 8,Round: 2,9.0,-4.91,39.03,,,,1,-,1,-,31.0,14,0.0,0.0,36.8,Exc,104,8/21--Yes,15.0,20/07/2021 08:31:23,S:8.6=T6-S:8.7=T8-S:9.2=T9-M:9.1=T13-M:9=T13--,-,--
Participant 9,Round: 2,5.0,-17.55,14.64,,,,1,-,0,-,5.0,14,0.0,0.0,36.8,Exc,113,9/22--No,14.0,20/07/2021 08:31:23,S:0.2=T4-S:2.2=T4-S:2.9=T4-S:3.6=T4-S:4=T4-S:4.1=T4-S:4.3=T4-S:4.9=T4-S:5=T4-S:5.1=T4-M:5=T7--,-,--
Participant 10,Round: 2,8.0,-20.03,21.56,,,,1,-,0,-,2.0,14,0.0,0.0,36.8,Exc,109,10/16--No,40.0,20/07/2021 08:31:23,S:0.1=T3-S:0.4=T3-S:0.5=T3-S:0.6=T3-S:0.9=T3-S:1.2=T3-S:1.5=T3-S:1.7=T3-S:1.8=T3-S:1.9=T3-S:2=T3-S:2.1=T3-S:2.2=T3-S:2.4=T3-S:2.5=T4-S:2.6=T4-S:2.7=T4-S:2.8=T4-S:2.9=T4-S:3=T4-S:3.1=T4-S:3.2=T4-S:3.3=T5-S:3.9=T5-S:4.4=T5-S:4.5=T5-S:4.6=T5-S:4.7=T5-S:4.9=T6-S:5=T6-S:5.1=T6-S:5.2=T6-S:5.3=T6-S:5.4=T6-S:5.3=T6-S:5.2=T6-S:5.3=T12-S:5.4=T12-S:5.5=T12-S:5.6=T12-S:5.7=T12-S:5.8=T12-S:5.9=T13-S:6.1=T13-S:6.2=T13-S:6.3=T13-S:6.4=T13-S:6.5=T13-S:6.6=T13-S:6.7=T13-S:6.8=T13-S:6.9=T14-S:7=T14-S:7.1=T14-M:7=T18-S:7.1=T34-S:7.3=T34-S:7.4=T34-S:7.5=T34-S:7.6=T34-S:7.7=T35-S:7.8=T35-S:7.9=T35-S:8=T35--,-,--
Participant 11,Round: 2,10.0,-5.33,40.72,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,105,11/19--Yes,20.0,20/07/2021 08:31:23,S:0.2=T3-S:3.1=T3-S:5.5=T3-S:6=T3-S:6.5=T3-S:7.3=T3-S:8.2=T3-S:8.4=T3-S:8.6=T3-S:8.8=T4-S:9.3=T4-S:9.4=T4-S:9.5=T4-S:9.6=T4-S:9.7=T16-S:10=T16--,-,--
Participant 12,Round: 2,1.0,2.05,2.05,,,,1,-,0,-,9.0,14,0.0,0.0,36.8,Exc,114,12/18--No,11.0,20/07/2021 08:31:23,S:0.1=T4-S:0.3=T5-S:0.5=T5-S:0.6=T5-S:0.7=T5-S:0.8=T5-S:0.9=T5-S:1=T5-S:1.1=T5-S:1.2=T5-S:1.1=T7-S:1=T8--,-,--
Participant 13,Round: 2,9.9,4.97,50.82,,,,1,-,1,-,30.1,14,0.0,0.0,36.8,Exc,112,13/20--Yes,18.0,20/07/2021 08:31:23,S:0.1=T3-S:2.3=T3-S:3.7=T3-S:4.8=T4-S:5.7=T4-S:6.5=T4-S:7.6=T4-S:8.3=T4-S:8.7=T4-S:9=T4-S:9.4=T4-S:9.8=T4-S:10=T4-M:9.9=T8-M:9.8=T11-P:9.9=T14--,-,--
Participant 14,Round: 2,6.0,22.5,58.34,,,,1,-,0,-,4.0,14,0.0,0.0,36.8,Exc,107,14/7--No,49.0,20/07/2021 08:31:23,S:0.1=T3-S:0.2=T3-S:0.4=T3-S:0.7=T3-S:0.8=T4-S:0.9=T4-S:1=T4-S:1.2=T4-S:1.3=T4-S:1.4=T4-S:1.5=T4-S:1.6=T4-S:1.7=T4-S:1.9=T4-S:2=T4-S:2.1=T4-S:2.2=T5-S:2.5=T5-S:2.6=T5-S:2.7=T5-S:2.8=T5-S:2.9=T5-S:3=T5-S:3.1=T5-S:3.2=T5-S:3.3=T5-S:3.4=T5-S:3.7=T5-S:3.8=T6-S:3.9=T6-S:4=T6-S:4.1=T6-S:4.2=T6-S:4.3=T6-S:4.4=T7-S:4.5=T7-S:4.7=T7-S:4.8=T7-S:4.9=T7-S:5=T7-S:5.1=T7-S:5.2=T7-S:5.3=T8-S:5.4=T8-S:5.5=T8-S:5.6=T9-S:5.7=T9-S:5.8=T9-S:5.9=T9-S:6=T10-S:6.1=T10-S:6.2=T10-S:6.3=T11-S:6.4=T20-S:7.5=T20-S:7.9=T20-S:8=T20-S:8.2=T20-S:8.5=T20-S:8.9=T20-S:9.1=T20-S:9.4=T20-S:9.8=T20-S:10=T20-S:9.9=T28-S:9.5=T28-S:9.3=T28-S:9.1=T29-S:9=T29-S:8.8=T29-S:8.7=T29-S:8.6=T29-S:8.5=T29-S:8.2=T29-S:8.1=T29-S:8=T29-S:7.9=T29-S:7.8=T29-S:7.5=T29-S:7.2=T29-S:6.9=T29-S:6.7=T29-S:6.5=T29-S:6.3=T29-S:6.2=T29-S:6.1=T29-S:6=T29-S:5.9=T29-S:6=T30-S:6.1=T32-S:6.2=T32-S:6.3=T32-S:6.2=T33-S:5.9=T33-S:5.8=T33-S:5.9=T34-S:6=T34--,-,--
Participant 15,Round: 2,5.2,32.58,65.55,,,,1,-,1,-,34.8,14,0.0,0.0,36.8,Exc,106,15/2--Yes,7.0,20/07/2021 08:31:23,S:0.1=T3-S:2.1=T3-S:3.5=T3-S:4.4=T3-S:4.9=T3-S:5=T3-S:5.1=T3-S:5.2=T3--,-,--
Participant 16,Round: 2,10.0,-11.66,34.39,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,109,16/10--Yes,19.0,20/07/2021 08:31:23,S:10=T17--,-,--
Participant 17,Round: 2,5.1,17.21,49.79,,,,1,-,1,-,34.9,14,0.0,0.0,36.8,Exc,108,17/5--Yes,17.0,20/07/2021 08:31:23,S:0.1=T14-S:4=T14-S:4.4=T14-S:4.6=T14-S:5=T14-S:5.1=T15--,-,--
Participant 18,Round: 2,4.1,11.63,39.85,,,,1,-,1,-,35.9,14,0.0,0.0,36.8,Exc,114,18/12--Yes,8.0,20/07/2021 08:31:23,S:3.1=T3-S:3.2=T5-S:3.5=T5-S:3.7=T5-S:3.8=T5-S:3.9=T5-S:4=T5-S:4.1=T6--,-,--
Participant 19,Round: 2,3.0,6.9,28.87,,,,1,-,0,-,7.0,14,0.0,0.0,36.8,Exc,105,19/11--No,11.0,20/07/2021 08:31:23,S:2.1=T3-S:2.2=T4-S:2.3=T4-S:2.4=T4-S:2.5=T4-S:2.6=T4-S:2.7=T5-S:2.8=T5-S:2.9=T5-S:3=T5-S:3.1=T7-M:3=T10--,-,--
Participant 20,Round: 2,4.9,3.58,35.37,,,,1,-,0,-,5.1,14,0.0,0.0,36.8,Exc,112,20/13--No,12.0,20/07/2021 08:31:23,S:0.1=T3-S:0.6=T3-S:0.7=T3-S:0.9=T3-S:1.4=T3-S:1.9=T3-S:2.4=T3-S:2.7=T4-S:2.8=T4-S:2.9=T4-S:3.1=T4-S:3.3=T4-S:3.4=T4-S:3.5=T4-S:3.6=T4-S:3.7=T4-S:3.8=T4-S:3.9=T5-S:4=T5-S:4.1=T5-S:4.3=T5-S:4.4=T5-S:4.5=T5-S:4.6=T6-S:4.7=T6-S:4.8=T7-S:4.9=T7--,-,--
Participant 21,Round: 2,4.8,-17.1,14.28,,,,1,-,0,-,5.2,14,0.0,0.0,36.8,Exc,104,21/8--No,6.0,20/07/2021 08:31:23,S:4.8=T3--,-,--
Participant 22,Round: 2,3.0,-3.59,18.38,,,,1,-,1,-,37.0,14,0.0,0.0,36.8,Exc,113,22/9--Yes,6.0,20/07/2021 08:31:23,S:0.1=T3-S:1.2=T3-S:1.8=T3-S:1.9=T3-S:2=T3-S:2.3=T3-S:2.6=T3-S:2.7=T3-S:2.8=T4-S:2.9=T4-S:3=T4-S:3.1=T4-S:3=T4--,-,--
Participant 1,Round: 3,7.5,-2.73,37.57,,,,1,-,0,-,2.5,14,0.0,0.0,36.8,Exc,118,1/4--No,11.0,20/07/2021 08:31:23,S:0.1=T2-S:0.4=T2-S:1.3=T2-S:2.2=T3-S:3.7=T3-S:5.8=T3-S:7.4=T3-S:8.3=T3-S:9.1=T3-S:9.4=T3-S:9.6=T3-S:9.4=T3-S:8.9=T3-S:8.5=T3-S:8.4=T3-S:8.3=T3-S:8.2=T4-S:8.1=T4-S:8=T4-S:7.9=T4-S:7.8=T4-S:7.7=T4-M:7.6=T8-M:7.5=T9--,-,--
Participant 2,Round: 3,8.7,-17.64,25.62,,,,1,-,1,-,31.3,14,0.0,0.0,36.8,Exc,123,2/8--Yes,21.0,20/07/2021 08:31:23,S:8.7=T20--,-,--
Participant 3,Round: 3,9.0,-16.04,27.9,,,,1,-,1,-,31.0,14,0.0,0.0,36.8,Exc,125,3/12--Yes,24.0,20/07/2021 08:31:23,S:0.1=T12-S:0.2=T12-S:0.3=T12-S:0.4=T14-S:0.5=T14-S:0.6=T15-S:0.7=T15-S:0.8=T16-S:0.9=T16-S:1=T16-S:1.1=T16-S:1.2=T16-S:1.3=T16-S:1.4=T17-S:1.5=T17-S:1.6=T17-S:1.7=T17-S:1.8=T17-S:1.9=T17-S:2=T17-S:2.1=T17-S:2.2=T17-S:2.3=T17-S:2.4=T17-S:2.5=T18-S:2.6=T18-S:2.8=T18-S:2.9=T18-S:3=T18-S:3.1=T18-S:3.2=T18-S:3.3=T18-S:3.4=T18-S:3.5=T18-S:3.6=T18-S:3.8=T18-S:3.9=T18-S:4=T18-S:4.1=T18-S:4.2=T18-S:4.3=T18-S:4.4=T18-S:4.5=T18-S:4.6=T18-S:4.7=T18-S:4.8=T18-S:4.9=T19-S:5=T19-S:5.1=T19-S:5.2=T19-S:5.3=T19-S:5.4=T19-S:5.6=T19-S:5.7=T19-S:5.8=T19-S:5.9=T19-S:6=T19-S:6.1=T19-S:6.2=T19-S:6.3=T19-S:6.4=T19-S:6.6=T19-S:6.7=T19-S:6.8=T19-S:7=T19-S:7.2=T19-S:7.3=T19-S:7.4=T19-S:7.5=T19-S:7.6=T19-S:7.7=T19-S:7.8=T20-S:7.9=T20-S:8=T20-S:8.1=T20-S:8.2=T20-S:8.3=T20-S:8.4=T20-S:8.5=T20-S:8.6=T20-S:8.7=T20-S:8.8=T21-S:8.9=T21-S:9=T21--,-,--
Participant 4,Round: 3,8.7,8.25,51.52,,,,1,-,1,-,31.3,14,0.0,0.0,36.8,Exc,118,4/1--Yes,9.0,20/07/2021 08:31:23,S:0.1=T3-S:3.1=T3-S:7.4=T3-S:9.5=T3-S:9.7=T3-S:9.6=T3-S:9.3=T4-S:9=T4-S:8.9=T4-S:8.8=T4-S:8.7=T7--,-,--
Participant 5,Round: 3,2.0,14.17,28.03,,,,1,-,1,-,38.0,14,0.0,0.0,36.8,Exc,115,5/10--Yes,15.0,20/07/2021 08:31:23,P:0.1=T6-S:2=T13--,-,--
Participant 6,Round: 3,7.7,17.88,58.7,,,,1,-,1,-,32.3,14,0.0,0.0,36.8,Exc,117,6/19--Yes,16.0,20/07/2021 08:31:23,S:0.1=T10-S:1.2=T10-S:2=T10-S:2.6=T10-S:3.3=T10-S:4=T10-S:4.4=T10-S:5=T10-S:5.5=T10-S:5.9=T10-S:6.3=T10-S:6.6=T10-S:6.7=T10-S:7.7=T10--,-,--
Participant 7,Round: 3,4.6,-1.78,28.74,,,,1,-,0,-,5.4,14,0.0,0.0,36.8,Exc,124,7/14--No,77.0,20/07/2021 08:31:23,S:0.1=T10-S:0.9=T10-S:2.2=T10-S:3.1=T10-S:3.8=T10-S:4.3=T10-S:4.8=T10-S:4.9=T10-S:5=T10-S:5.1=T10-S:5.2=T11-S:5.3=T11-S:5.4=T11-S:5.6=T11-S:6.2=T11-S:6.6=T11-S:6.5=T12-S:6.4=T12-S:6.3=T12-S:6.2=T12-S:6.1=T12-S:6=T20-S:5.4=T20-S:5=T20-S:4.5=T20-S:4=T20-S:3.7=T20-S:3.5=T20-S:3.4=T20-S:3.3=T20-S:3.2=T24-S:3.3=T25-S:3.5=T25-S:3.7=T25-S:3.8=T25-S:4=T25-S:4.1=T25-S:4.2=T26-S:4.3=T27-S:4.4=T27-S:4.5=T28-S:4.6=T28--,-,Yes
Participant 8,Round: 3,9.2,-21.61,22.78,,,,1,-,0,-,0.8,14,0.0,0.0,36.8,Exc,123,8/2--No,18.0,20/07/2021 08:31:23,S:8.8=T13-S:9.2=T16--,-,--
Participant 9,Round: 3,7.1,35.57,74.78,,,,1,-,1,-,32.9,14,0.0,0.0,36.8,Exc,116,9/20--Yes,32.0,20/07/2021 08:31:23,S:0.1=T4-S:1.5=T4-S:3.1=T4-S:3.6=T4-S:3.7=T4-S:3.8=T4-S:4.3=T4-S:4.9=T4-S:5=T4-S:5.1=T4-S:5.2=T4-S:5.1=T5-S:5=T6-S:6=T21-S:7.1=T27--,-,--
Participant 10,Round: 3,3.5,-1.21,23.85,,,,1,-,0,-,6.5,14,0.0,0.0,36.8,Exc,115,10/5--No,35.0,20/07/2021 08:31:23,S:0.1=T2-S:0.2=T2-S:0.3=T2-S:0.4=T2-S:0.5=T2-S:0.6=T2-S:0.7=T2-S:0.9=T2-S:1=T3-S:1.1=T3-S:1.2=T3-S:1.3=T3-S:1.4=T3-S:1.5=T3-S:1.6=T4-S:1.7=T4-S:1.8=T4-S:1.9=T4-S:2=T4-S:2.1=T6-S:2.2=T6-S:2.3=T7-S:2.4=T7-S:2.5=T7-S:2.6=T8-S:2.7=T8-S:2.8=T8-S:2.7=T8-S:2.6=T8-S:2.5=T9-S:2.3=T9-S:2.2=T9-S:2.1=T9-S:2=T9-S:1.9=T9-S:2=T15-S:2.1=T15-S:2.2=T16-S:2.3=T17-S:2.4=T17-S:2.5=T18-S:2.6=T18-S:2.7=T22-S:2.8=T22-S:2.9=T22-S:3=T22-S:3.1=T23-S:3.2=T23-P:3.3=T26-P:3.4=T26-P:3.5=T26--,-,--
Participant 11,Round: 3,10.0,0.44,46.49,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,120,11/21--Yes,12.0,20/07/2021 08:31:23,S:0.1=T2-S:0.8=T2-S:1.7=T2-S:2.7=T2-S:3.4=T2-S:4.1=T3-S:4.8=T3-S:5.4=T3-S:6.1=T3-S:7.1=T3-S:7.9=T3-S:8.5=T3-S:8.7=T3-S:8.8=T3-S:9.1=T3-S:9.6=T3-S:10=T3--,-,--
