Assigned Name,Round number,Effort,Random Draw,Performance,Effort2,Random Draw2,Performance2,Participated1,Participated2,Win1,Win2,Round Payoff,Selected round,Selected Payment,Converted Payment,Beta,Non-Exc,Group id,Group members,Decision Time,Session Code,Action Log,Mini Test,Timeout or not?
Participant 20,Trial: 2,10.0,-3.08,42.97,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,70,20/7--No,24.0,20/07/2021 08:31:23,S:0.3=T22-S:10=T22--,-,--
Participant 21,Trial: 2,5.3,36.46,69.82,,,,1,-,1,-,34.7,14,0.0,0.0,36.8,Exc,60,21/12--Yes,9.0,20/07/2021 08:31:23,S:5.3=T2--,-,--
Participant 22,Trial: 2,2.5,-21.59,-3.26,,,,1,-,0,-,7.5,14,0.0,0.0,36.8,Exc,64,22/11--No,9.0,20/07/2021 08:31:23,S:0.1=T2-S:0.3=T2-S:0.4=T3-S:0.6=T3-S:0.8=T3-S:1.1=T3-S:1.3=T3-S:1.4=T3-S:1.5=T3-S:1.6=T3-S:1.7=T3-S:1.8=T3-S:1.9=T3-S:2=T3-S:2.1=T3-S:2.2=T4-S:2.3=T4-S:2.4=T4-S:2.5=T5--,-,--
Participant 1,Trial: 3,5.0,-20.42,11.77,,,,1,-,0,-,5.0,14,0.0,0.0,36.8,Exc,78,1/4--No,17.0,20/07/2021 08:31:23,S:0.1=T3-S:1.4=T3-S:2.3=T3-S:3.1=T3-S:3.4=T3-S:3.6=T3-S:3.7=T3-S:3.9=T3-S:4.3=T3-S:4.6=T3-S:4.7=T3-S:5.1=T3-S:5.2=T3-M:5.1=T5-M:5=T5--,-,--
Participant 2,Trial: 3,5.8,16.38,51.54,,,,1,-,1,-,34.2,14,0.0,0.0,36.8,Exc,72,2/19--Yes,18.0,20/07/2021 08:31:23,S:5.8=T5-S:5.9=T9-M:5.8=T13--,-,--
Participant 3,Trial: 3,8.6,-22.7,20.34,,,,1,-,0,-,1.4,14,0.0,0.0,36.8,Exc,73,3/5--No,24.0,20/07/2021 08:31:23,S:0.1=T15-S:0.4=T15-S:0.8=T15-S:1.2=T15-S:1.7=T15-S:2=T15-S:2.4=T15-S:2.7=T15-S:3=T15-S:3.1=T15-S:3.2=T15-S:3.4=T15-S:3.8=T15-S:4.1=T15-S:4.5=T15-S:4.9=T15-S:5.3=T15-S:5.5=T15-S:5.9=T15-S:6.2=T15-S:6.3=T16-S:6.5=T16-S:7=T16-S:7.1=T16-S:7.2=T16-S:7.3=T16-S:7.4=T16-S:7.5=T16-S:7.6=T16-S:7.7=T16-S:7.8=T16-S:7.9=T16-S:8=T16-S:8.1=T16-S:8.2=T20-S:8.6=T20--,-,--
Participant 4,Trial: 3,6.1,-21.3,14.87,,,,1,-,1,-,33.9,14,0.0,0.0,36.8,Exc,78,4/1--Yes,10.0,20/07/2021 08:31:23,S:0.1=T4-S:1.5=T4-S:2.4=T4-S:3.6=T4-S:4.6=T4-S:4.8=T4-S:4.9=T4-S:5.3=T4-S:5.9=T4-S:6=T5-S:6.1=T5--,-,--
Participant 5,Trial: 3,1.2,27.08,30.72,,,,1,-,1,-,38.8,14,0.0,0.0,36.8,Exc,73,5/3--Yes,20.0,20/07/2021 08:31:23,S:0.7=T17-S:1.2=T18--,-,--
Participant 6,Trial: 3,1.2,-29.5,-25.86,,,,1,-,0,-,8.8,14,0.0,0.0,36.8,Exc,79,6/14--No,15.0,20/07/2021 08:31:23,S:0.1=T6-S:0.3=T6-S:0.4=T6-S:0.5=T6-S:0.6=T6-S:0.7=T6-S:0.8=T6-S:0.9=T6-S:1=T6-S:1.1=T6-S:1.2=T7--,-,--
Participant 7,Trial: 3,5.2,-7.63,25.34,,,,1,-,1,-,34.8,14,0.0,0.0,36.8,Exc,74,7/15--Yes,39.0,20/07/2021 08:31:23,S:0.1=T5-S:1=T5-S:1.2=T5-S:1.6=T6-S:1.8=T6-S:2.1=T6-S:2.2=T6-S:2.3=T6-S:2.5=T6-S:2.7=T6-S:2.9=T6-S:3.1=T6-S:3.3=T6-S:3.4=T6-S:3.6=T6-S:3.7=T6-S:3.9=T6-S:4.1=T6-S:4.2=T6-S:4.3=T6-S:4.4=T6-S:4.5=T6-S:4.6=T6-S:4.7=T6-S:4.6=T7-S:4.5=T7-S:4.4=T7-S:4.3=T7-S:4.2=T7-S:4.1=T7-S:4.2=T23-S:4.5=T23-S:4.7=T23-S:4.8=T23-S:4.9=T23-S:5.1=T23-S:5.3=T23-S:5.5=T23-S:5.6=T23-S:5.7=T23-S:5.8=T23-S:5.9=T23-S:6.1=T23-S:6.2=T24-S:6.1=T25-S:6=T26-S:5.9=T36-S:5.8=T36-S:5.7=T36-S:5.6=T36-S:5.5=T36-S:5.4=T36-S:5.3=T36-S:5.2=T36--,-,--
Participant 8,Trial: 3,8.1,-9.26,32.58,,,,1,-,0,-,1.9,14,0.0,0.0,36.8,Exc,81,8/18--No,30.0,20/07/2021 08:31:23,S:0.1=T23-S:2.6=T23-S:3.5=T23-S:4.1=T23-S:4.3=T23-S:4.5=T23-S:4.6=T23-S:4.7=T24-S:5=T24-S:5.3=T24-S:5.5=T24-S:5.6=T24-S:5.7=T24-S:5.9=T24-S:6=T24-S:6.1=T24-S:6.3=T24-S:6.6=T24-S:6.7=T24-S:7=T24-S:7.3=T24-S:7.6=T24-S:7.8=T24-S:7.9=T24-S:8=T24-S:8.1=T24-S:8=T26-S:7.8=T26-S:7.9=T27-S:8=T27-S:8.1=T28--,-,--
Participant 9,Trial: 3,7.0,20.88,59.8,,,,1,-,1,-,33.0,14,0.0,0.0,36.8,Exc,77,9/17--Yes,14.0,20/07/2021 08:31:23,S:0.1=T5-S:0.9=T5-S:2.5=T5-S:3.5=T5-S:4.4=T5-S:4.9=T5-S:5.8=T6-S:6.3=T6-S:6.5=T6-S:6.6=T6-S:6.7=T6-S:6.8=T6-S:6.9=T6-S:7=T7--,-,--
Participant 10,Trial: 3,6.0,-34.7,1.14,,,,1,-,0,-,4.0,14,0.0,0.0,36.8,Exc,76,10/12--No,15.0,20/07/2021 08:31:23,S:0.1=T3-S:0.2=T3-S:0.3=T3-S:0.6=T3-S:1.1=T4-S:1.4=T4-S:1.7=T4-S:2.1=T4-S:2.3=T4-S:2.4=T4-S:2.5=T4-S:2.6=T4-S:2.7=T4-S:2.9=T4-S:3.1=T4-S:3.3=T4-S:3.4=T4-S:3.5=T4-S:3.6=T4-S:3.8=T4-S:4=T4-S:4.2=T4-S:4.5=T4-S:4.7=T4-S:4.8=T4-S:4.9=T4-S:5.1=T4-S:5.2=T4-S:5.3=T7-S:5.4=T7-S:5.5=T7-S:5.6=T7-S:5.7=T7-S:5.8=T7-S:5.9=T7-S:6=T7-S:6.1=T7-S:6.2=T7-S:6.3=T7-S:6.4=T7-S:6.5=T8-S:6.6=T8-S:6.7=T8-S:6.8=T8-S:6.9=T8-S:7=T8-S:7.1=T8-S:7=T8-S:6.9=T9-S:6.8=T9-S:6.6=T9-S:6.5=T9-S:6.4=T9-S:6.2=T9-S:6.1=T9-M:6=T12--,-,--
Participant 11,Trial: 3,10.0,36.22,82.27,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,71,11/16--Yes,24.0,20/07/2021 08:31:23,S:0.1=T3-S:3.6=T3-S:7.5=T4-S:8.9=T4-S:9=T4-S:9.1=T4-S:9.2=T19-S:9.3=T19-S:9.4=T19-S:9.5=T20-S:9.7=T20-S:9.8=T20-S:9.9=T20-S:10=T20--,-,--
Participant 12,Trial: 3,4.1,-20.0,8.22,,,,1,-,1,-,35.9,14,0.0,0.0,36.8,Exc,76,12/10--Yes,45.0,20/07/2021 08:31:23,S:0.1=T5-S:0.3=T5-S:0.5=T5-S:0.6=T5-S:0.7=T5-S:0.8=T5-S:0.9=T5-S:1=T5-S:1.1=T5-S:1.2=T5-S:1.5=T8-S:2.4=T8-S:2.7=T9-S:3=T9-S:3.3=T9-S:3.5=T9-S:3.6=T9-S:3.7=T9-S:3.8=T9-S:4=T9-S:4.2=T9-S:4.8=T9-S:5.4=T9-S:5.7=T9-S:5.8=T9-S:5.7=T9-S:5.5=T9-S:5.3=T9-S:5.2=T10-S:5.1=T10-S:4.9=T10-S:4.8=T10-S:4.7=T10-S:4.6=T10-S:4.5=T10-S:4.4=T10-S:4.3=T10-S:4.2=T10-S:4.1=T10-S:4.2=T36-S:4.5=T36-S:4.6=T36-S:4.7=T36-S:4.8=T36-S:4.9=T36-S:5=T36-S:5.1=T36-S:4.1=T42--,-,--
Participant 13,Trial: 3,0.1,14.64,-31.41,,,,1,-,1,-,39.9,14,0.0,0.0,36.8,Exc,75,13/20--Yes,61.0,20/07/2021 08:31:23,S:0.1=T46-S:0=T46-S:0.1=T59--,-,--
Participant 14,Trial: 3,10.0,32.09,78.14,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,79,14/6--Yes,4.0,20/07/2021 08:31:23,S:0.1=T2-S:1.8=T2-S:5.6=T2-S:7.5=T2-S:8.8=T2-S:9.3=T2-S:10=T2--,-,--
Participant 15,Trial: 3,0.1,-6.5,-52.55,,,,1,-,0,-,9.9,14,0.0,0.0,36.8,Exc,74,15/7--No,11.0,20/07/2021 08:31:23,S:0.1=T8--,-,--
Participant 16,Trial: 3,10.0,-16.74,29.31,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,71,16/11--No,80.0,20/07/2021 08:31:23,S:3.8=T15-S:3.4=T22-S:10=T47--,-,Yes
Participant 17,Trial: 3,6.1,20.22,56.38,,,,1,-,0,-,3.9,14,0.0,0.0,36.8,Exc,77,17/9--No,5.0,20/07/2021 08:31:23,S:6.1=T4--,-,--
Participant 18,Trial: 3,3.7,31.27,57.44,,,,1,-,1,-,36.3,14,0.0,0.0,36.8,Exc,81,18/8--Yes,9.0,20/07/2021 08:31:23,S:3.1=T5-S:3.2=T6-S:3.4=T6-S:4.6=T6-S:6.7=T6-S:6.8=T6-S:6.7=T6-S:6.5=T6-S:6.1=T6-S:5.5=T6-S:5.4=T7-S:5.3=T7-S:4.2=T7-S:4.1=T7-S:4.2=T7-S:4.1=T7-S:4=T7-S:3.8=T7-S:3.7=T7--,-,--
Participant 19,Trial: 3,4.0,-0.27,27.45,,,,1,-,0,-,6.0,14,0.0,0.0,36.8,Exc,72,19/2--No,6.0,20/07/2021 08:31:23,S:4.2=T3-S:4.1=T3-M:4=T5--,-,--
Participant 20,Trial: 3,0.1,-19.38,-65.43,,,,1,-,0,-,9.9,14,0.0,0.0,36.8,Exc,75,20/13--No,19.0,20/07/2021 08:31:23,P:0.1=T9--,-,--
Participant 21,Trial: 3,6.1,-4.39,31.78,,,,1,-,0,-,3.9,14,0.0,0.0,36.8,Exc,80,21/22--No,5.0,20/07/2021 08:31:23,S:6=T2-S:6.1=T2--,-,--
Participant 22,Trial: 3,2.5,14.15,32.48,,,,1,-,1,-,37.5,14,0.0,0.0,36.8,Exc,80,22/21--Yes,13.0,20/07/2021 08:31:23,P:0.1=T6-P:0.2=T6-P:0.3=T6-P:0.4=T6-P:0.5=T7-P:0.6=T7-S:0.5=T8-S:0.7=T8-S:0.8=T8-S:0.9=T8-S:1=T8-S:1.1=T8-S:1.2=T8-S:1.3=T9-S:1.4=T9-S:1.6=T9-S:1.7=T9-S:1.9=T9-S:2=T9-S:2.1=T9-S:2.2=T10-S:2.3=T10-S:2.4=T10-S:2.5=T10--,-,--
Participant 1,Trial: 4,10.0,-16.59,29.47,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,92,1/7--No,26.0,20/07/2021 08:31:23,S:0.1=T3-S:1.4=T3-S:2.1=T3-S:3.3=T4-S:4=T4-S:4.1=T4-S:4.2=T4-S:4.5=T4-S:5.5=T4-S:6.7=T4-S:7.5=T4-S:7.8=T4-S:8=T4-S:8.1=T4-S:8.2=T4-S:8.3=T5-S:8.2=T6-S:8.1=T10-S:7.8=T11-S:7.7=T11-S:7.8=T22-S:9=T22-S:9.7=T22-S:10=T22--,-,--
Participant 2,Trial: 4,10.0,13.48,59.53,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,85,2/18--Yes,45.0,20/07/2021 08:31:23,S:10=T38--,-,--
Participant 3,Trial: 4,9.9,-12.96,32.89,,,,1,-,0,-,0.1,14,0.0,0.0,36.8,Exc,84,3/6--No,44.0,20/07/2021 08:31:23,S:0.1=T14-S:0.2=T14-S:0.3=T14-S:0.4=T14-S:0.5=T14-S:0.6=T14-S:0.7=T15-S:0.8=T15-S:0.9=T15-S:1=T15-S:1.1=T15-S:1.2=T15-S:1.4=T15-S:1.5=T15-S:1.6=T15-S:1.7=T15-S:1.8=T15-S:1.9=T15-S:2=T15-S:2.1=T15-S:2.3=T15-S:2.4=T15-S:2.5=T15-S:2.7=T15-S:2.8=T15-S:2.9=T15-S:3=T15-S:3.1=T15-S:3.2=T15-S:3.3=T16-S:3.5=T16-S:3.6=T16-S:3.7=T16-S:3.8=T16-S:3.9=T16-S:4=T16-S:4.2=T16-S:4.3=T16-S:4.5=T16-S:4.6=T16-S:4.7=T16-S:4.8=T16-S:4.9=T16-S:5=T16-S:5.1=T17-S:5.2=T17-S:5.3=T17-S:5.4=T17-S:5.5=T17-S:5.7=T17-S:5.8=T17-S:5.9=T17-S:6=T17-S:6.1=T17-S:6.2=T17-S:6.4=T17-S:6.5=T17-S:6.6=T17-S:6.7=T17-S:6.9=T17-S:7=T17-S:7.1=T17-S:7.2=T17-S:7.3=T17-S:7.4=T17-S:7.5=T17-S:7.6=T17-S:7.7=T18-S:7.8=T18-S:7.9=T18-S:8=T18-S:8.1=T18-S:8.2=T18-S:8.3=T18-S:8.4=T18-S:8.5=T18-S:8.6=T18-S:8.7=T18-S:8.8=T19-S:8.9=T20-S:9=T20-S:9.1=T21-S:9.2=T21-S:9.3=T21-S:9.4=T21-S:9.5=T21-S:9.6=T21-S:9.5=T29-S:9.4=T34-S:9.3=T34-S:9.2=T35-S:9.1=T35-S:9=T35-S:8.9=T35-S:8.8=T35-S:8.7=T35-S:8.6=T35-S:8.5=T35-S:8.4=T35-S:8.3=T36-S:8.2=T36-S:8=T36-S:7.9=T36-S:7.8=T36-S:7.6=T36-S:7.5=T36-S:7.6=T39-S:7.8=T39-S:7.9=T39-S:8.2=T39-S:8.3=T39-S:8.4=T39-S:8.5=T39-S:8.6=T39-S:8.7=T39-S:8.8=T39-S:8.9=T39-S:9=T39-S:9.1=T39-S:9.3=T39-S:9.4=T39-S:9.5=T40-S:9.6=T40-S:9.7=T40-S:9.8=T40-S:9.9=T40--,-,--
Participant 4,Trial: 4,6.7,-26.0,12.04,,,,1,-,0,-,3.3,14,0.0,0.0,36.8,Exc,91,4/15--No,14.0,20/07/2021 08:31:23,S:0.1=T5-S:0.2=T5-S:0.3=T5-S:1=T5-S:5.8=T5-S:6.8=T5-S:6.7=T5--,-,--
Participant 5,Trial: 4,2.6,-34.54,-15.43,,,,1,-,0,-,7.4,14,0.0,0.0,36.8,Exc,86,5/9--No,23.0,20/07/2021 08:31:23,S:2.6=T19--,-,--
Participant 6,Trial: 4,10.0,33.95,80.0,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,84,6/3--Yes,16.0,20/07/2021 08:31:23,S:0.1=T4-S:0.9=T4-S:1.3=T4-S:1.8=T5-S:2.5=T5-S:3.1=T5-S:3.5=T5-S:4.1=T5-S:4.9=T5-S:5.5=T5-S:5.9=T5-S:6.3=T5-S:6.7=T5-S:7.2=T5-S:7.7=T5-S:8=T5-S:8.4=T5-S:8.6=T5-S:8.9=T5-S:9.2=T5-S:9.4=T5-S:9.5=T5-S:9.6=T5-S:9.7=T5-S:9.8=T5-S:10=T6--,-,--
Participant 7,Trial: 4,5.2,0.03,33.0,,,,1,-,1,-,34.8,14,0.0,0.0,36.8,Exc,92,7/1--Yes,11.0,20/07/2021 08:31:23,S:0.1=T6-S:0.5=T6-S:1=T6-S:1.4=T6-S:2.1=T6-S:2.7=T6-S:3.2=T6-S:3.6=T6-S:4.1=T6-S:4.3=T6-S:4.5=T6-S:4.6=T6-S:4.7=T6-S:4.8=T6-S:4.9=T6-S:5=T7-S:5.1=T7-S:5.2=T8--,-,--
Participant 8,Trial: 4,6.7,-4.97,33.07,,,,1,-,0,-,3.3,14,0.0,0.0,36.8,Exc,88,8/20--No,20.0,20/07/2021 08:31:23,S:6.9=T15-S:6.8=T17-S:6.7=T17--,-,--
Participant 9,Trial: 4,10.0,-7.91,38.14,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,86,9/5--Yes,10.0,20/07/2021 08:31:23,S:0.1=T5-S:1.6=T5-S:2.2=T5-S:2.4=T5-S:2.5=T5-S:2.9=T5-S:3.3=T6-S:3.6=T6-S:3.8=T6-S:4.1=T6-S:4.2=T6-S:4.4=T6-S:4.7=T6-S:4.9=T6-S:5=T6-S:5.1=T6-S:5.3=T6-S:5.4=T6-S:5.6=T6-S:5.7=T6-S:5.9=T6-S:6.1=T7-S:6.2=T7-S:6.3=T7-S:6.5=T7-S:6.8=T7-S:6.9=T7-S:7.1=T7-S:7.2=T7-S:7.4=T7-S:7.6=T7-S:7.7=T7-S:7.8=T7-S:8.5=T7-S:8.6=T7-S:8.7=T7-S:8.8=T8-S:8.9=T8-S:9=T8-S:9.1=T8-S:9.2=T8-S:9.3=T8-S:9.4=T8-S:9.5=T8-S:9.6=T8-S:9.7=T8-S:9.8=T8-S:9.9=T8-S:10=T8--,-,--
Participant 10,Trial: 4,8.0,-16.15,25.44,,,,1,-,0,-,2.0,14,0.0,0.0,36.8,Exc,82,10/11--No,25.0,20/07/2021 08:31:23,S:0.1=T14-S:1.1=T15-S:1.8=T15-S:2.5=T15-S:3.2=T15-S:3.9=T15-S:4.6=T15-S:5.2=T15-S:5.8=T15-S:6.7=T15-S:7.3=T15-S:7.7=T15-S:7.8=T15-S:8=T15-S:8.2=T15-S:8.3=T15-S:8.4=T15-S:8.3=T16-S:8.2=T16-S:8.1=T16-P:8.2=T20-M:8.1=T22-M:8=T22--,-,--
Participant 11,Trial: 4,10.0,35.83,81.88,,,,1,-,1,-,30.0,14,0.0,0.0,36.8,Exc,82,11/10--Yes,29.0,20/07/2021 08:31:23,S:0.1=T2-S:0.4=T2-S:0.9=T2-S:3=T2-S:6.6=T2-S:8.9=T2-S:10=T2-S:8.1=T5-S:8.2=T17-S:10=T17--,-,--
Participant 12,Trial: 4,3.1,12.39,35.02,,,,1,-,1,-,36.9,14,0.0,0.0,36.8,Exc,83,12/19--Yes,10.0,20/07/2021 08:31:23,S:0.1=T5-S:0.9=T5-S:1.6=T5-S:1.8=T5-S:1.9=T5-S:2=T5-S:2.2=T5-S:2.3=T5-S:2.6=T5-S:2.9=T5-S:3.1=T5-S:3.2=T5-S:3.1=T6--,-,--
Participant 13,Trial: 4,0.1,-14.36,-60.42,,,,1,-,0,-,9.9,14,0.0,0.0,36.8,Exc,87,13/16--No,27.0,20/07/2021 08:31:23,S:0.1=T4--,-,--
Participant 14,Trial: 4,5.0,-32.94,-0.75,,,,1,-,0,-,5.0,14,0.0,0.0,36.8,Exc,89,14/21--No,68.0,20/07/2021 08:31:23,S:0.1=T3-S:0.6=T3-S:0.9=T3-S:1=T3-S:1.1=T3-S:1.2=T3-S:1.3=T3-S:1.4=T4-S:1.8=T4-S:2.1=T4-S:2.2=T4-S:2.3=T4-S:2.5=T23-S:3.2=T23-S:3.4=T23-S:3.5=T23-S:3.6=T23-S:3.7=T23-S:3.9=T23-S:4=T24-S:4.1=T24-S:4.2=T24-S:4.3=T25-S:4.4=T25-S:4.5=T26-S:4.6=T26-S:4.7=T27-S:4.8=T27-S:4.9=T28-S:5=T28--,-,--
Participant 15,Trial: 4,5.1,16.6,49.19,,,,1,-,1,-,34.9,14,0.0,0.0,36.8,Exc,91,15/4--Yes,9.0,20/07/2021 08:31:23,S:0.3=T4-S:0.4=T5-S:1.2=T5-S:2.4=T5-S:4.3=T5-S:5.1=T5-S:5.5=T5-S:5.8=T5-S:6.1=T5-S:6.3=T5-S:6.4=T5-S:6.5=T5-S:6.4=T5-S:6.2=T5-S:5.8=T5-S:5.6=T5-S:5.5=T5-S:5.4=T5-S:5.3=T6-S:5.2=T6-S:5.1=T7--,-,--
Participant 16,Trial: 4,2.4,13.61,31.12,,,,1,-,1,-,37.6,14,0.0,0.0,36.8,Exc,87,16/13--Yes,11.0,20/07/2021 08:31:23,S:2.4=T10--,-,--
Participant 17,Trial: 4,10.0,-25.35,20.7,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,90,17/22--No,31.0,20/07/2021 08:31:23,S:0.2=T30-S:3.9=T30-S:7.2=T30-S:9.6=T30-S:9.9=T30-S:10=T30--,-,--
Participant 18,Trial: 4,3.7,-34.92,-8.75,,,,1,-,0,-,6.3,14,0.0,0.0,36.8,Exc,85,18/2--No,7.0,20/07/2021 08:31:23,S:4.2=T3-S:4.1=T4-S:4=T5-S:3.9=T5-S:3.8=T5-S:3.7=T6--,-,--
Participant 19,Trial: 4,10.0,-27.31,18.74,,,,1,-,0,-,0.0,14,0.0,0.0,36.8,Exc,83,19/12--No,8.0,20/07/2021 08:31:23,S:10=T5--,-,--
Participant 20,Trial: 4,4.7,8.35,39.3,,,,1,-,1,-,35.3,14,0.0,0.0,36.8,Exc,88,20/8--Yes,28.0,20/07/2021 08:31:23,S:0.1=T11-S:0.2=T11-S:0.5=T11-S:1=T11-S:1.3=T11-S:1.7=T11-S:2=T11-S:2.2=T11-S:2.4=T11-S:2.5=T11-S:2.8=T11-S:2.9=T11-S:3.2=T11-S:3.3=T12-S:3.4=T12-S:3.7=T12-S:4=T12-S:4.3=T12-S:4.5=T12-S:4.7=T12-S:5=T12-S:5.2=T12-S:5.4=T12-S:5.7=T12-S:5.8=T12-S:5.9=T12-S:6=T12-S:6.1=T12-S:6.2=T12-S:6.3=T12-S:6.4=T12-S:6.5=T12-S:6.6=T13-S:6.5=T21-S:6.4=T21-S:6.1=T21-S:6=T21-S:5.9=T21-S:5.8=T21-S:5.7=T21-S:5.6=T21-S:5.5=T21-S:5.4=T22-S:5.2=T22-S:5.1=T22-S:5=T22-S:4.9=T22-S:4.8=T22-S:4.7=T22-S:4.4=T22-S:4.3=T22-S:4.1=T22-S:3.9=T22-S:3.8=T22-S:3.7=T22-S:3.6=T22-S:3.7=T24-S:3.8=T24-S:3.9=T24-S:4=T24-S:4.1=T24-S:4.2=T24-S:4.3=T24-S:4.4=T24-S:4.5=T24-S:4.6=T24-S:4.7=T24--,-,--
Participant 21,Trial: 4,3.9,33.88,61.1,,,,1,-,1,-,36.1,14,0.0,0.0,36.8,Exc,89,21/14--Yes,14.0,20/07/2021 08:31:23,S:3.3=T9-S:3.9=T12--,-,--
Participant 22,Trial: 4,2.5,6.64,24.96,,,,1,-,1,-,37.5,14,0.0,0.0,36.8,Exc,90,22/17--Yes,20.0,20/07/2021 08:31:23,S:0.1=T5-S:1.3=T5-S:2.1=T5-S:2.2=T5-S:2.3=T5-S:2.4=T6-S:2.5=T6--,-,--
Participant 1,Round: 1,9.5,-19.44,25.59,,,,1,-,0,-,0.5,14,0.0,0.0,36.8,Exc,94,1/3--No,22.0,20/07/2021 08:31:23,S:0.1=T4-S:0.8=T4-S:1.4=T4-S:2.5=T4-S:4.2=T4-S:5.7=T4-S:7=T4-S:7.8=T4-S:8.2=T4-S:8.6=T5-S:8.9=T5-S:9.2=T5-S:9.4=T5-S:9.5=T5-S:9.7=T5-S:9.8=T5-S:10=T5-S:9.9=T16-M:9.8=T19-M:9.7=T20-M:9.6=T20-M:9.5=T20--,-,--
Participant 2,Round: 1,7.7,13.39,54.22,,,,1,-,1,-,32.3,14,0.0,0.0,36.8,Exc,97,2/10--Yes,32.0,20/07/2021 08:31:23,S:10=T8-S:7.7=T31--,-,--
Participant 3,Round: 1,7.6,36.65,77.21,,,,1,-,1,-,32.4,14,0.0,0.0,36.8,Exc,94,3/1--Yes,31.0,20/07/2021 08:31:23,S:0.1=T9-S:0.2=T9-S:0.3=T9-S:0.4=T9-S:0.5=T10-S:0.6=T10-S:0.7=T10-S:0.8=T10-S:0.9=T10-S:1=T10-S:1.1=T10-S:1.2=T10-S:1.3=T11-S:1.4=T11-S:1.5=T11-S:1.6=T11-S:1.7=T11-S:1.8=T11-S:1.9=T11-S:2=T11-S:2.1=T11-S:2.2=T11-S:2.3=T11-S:2.4=T12-S:2.5=T12-S:2.6=T12-S:2.8=T12-S:2.9=T12-S:3=T12-S:3.1=T12-S:3.2=T12-S:3.3=T12-S:3.4=T12-S:3.5=T12-S:3.6=T13-S:3.7=T13-S:3.8=T13-S:3.9=T13-S:4=T13-S:4.1=T14-S:4.2=T14-S:4.3=T14-S:4.4=T14-S:4.5=T14-S:4.6=T14-S:4.7=T14-S:4.8=T15-S:4.9=T15-S:5=T15-S:5.1=T15-S:5.2=T15-S:5.3=T15-S:5.4=T16-S:5.5=T16-S:5.6=T16-S:5.7=T16-S:5.8=T16-S:5.9=T16-S:6=T16-S:6.1=T17-S:6.2=T17-S:6.3=T17-S:6.4=T17-S:6.5=T17-S:6.6=T17-S:6.7=T18-S:6.8=T18-S:6.9=T19-S:7=T20-S:7.1=T22-S:7.2=T22-S:7.3=T22-S:7.4=T23-S:7.5=T24-S:7.6=T28--,-,--
Participant 4,Round: 1,8.3,35.71,78.03,,,,1,-,1,-,31.7,14,0.0,0.0,36.8,Exc,102,4/13--Yes,7.0,20/07/2021 08:31:23,S:0.2=T3-S:5.6=T3-S:8.9=T3-S:9.1=T4-S:9.2=T4-S:9.1=T4-S:9=T4-S:8.9=T4-S:8.7=T4-S:8.5=T4-S:8.4=T4-S:8.3=T4--,-,--
Participant 5,Round: 1,1.3,-11.32,-6.07,,,,1,-,0,-,8.7,14,0.0,0.0,36.8,Exc,98,5/11--No,13.0,20/07/2021 08:31:23,S:1.3=T10--,-,--
Participant 6,Round: 1,7.5,21.77,62.07,,,,1,-,1,-,32.5,14,0.0,0.0,36.8,Exc,100,6/12--Yes,29.0,20/07/2021 08:31:23,S:0.1=T19-S:0.5=T19-S:0.8=T19-S:1.2=T19-S:1.5=T19-S:1.9=T19-S:2.2=T19-S:2.5=T19-S:2.8=T19-S:3=T19-S:3.2=T19-S:3.6=T19-S:4=T19-S:4.4=T19-S:4.7=T19-S:4.8=T19-S:5=T19-S:5.3=T19-S:5.7=T19-S:5.9=T19-S:6=T19-S:6.1=T19-S:6.2=T19-S:6.4=T20-S:6.6=T20-S:6.7=T20-S:6.9=T20-S:7=T20-S:7.1=T20-S:7.2=T20-S:7.3=T21-S:7.4=T21-S:7.5=T22--,-,--
Participant 7,Round: 1,5.2,13.44,46.41,,,,1,-,1,-,34.8,14,0.0,0.0,36.8,Exc,99,7/19--Yes,8.0,20/07/2021 08:31:23,S:0.2=T5-S:1.7=T5-S:3.1=T5-S:4=T5-S:4.6=T5-S:4.9=T5-S:5.2=T5-S:5.4=T5-S:5.6=T5-S:5.7=T5-S:5.6=T5-S:5.5=T5-S:5.4=T5-S:5.3=T6-S:5.2=T6--,-,--
Participant 8,Round: 1,8.3,-5.9,36.43,,,,1,-,0,-,1.7,14,0.0,0.0,36.8,Exc,96,8/20--No,9.0,20/07/2021 08:31:23,S:0.1=T4-S:1.1=T4-S:2.5=T4-S:3.9=T4-S:4.8=T4-S:5.4=T4-S:6=T4-S:6.2=T4-S:6.6=T5-S:7.1=T5-S:7.4=T5-S:7.8=T5-S:8=T5-S:8.1=T5-S:8.2=T5-S:8.3=T6--,-,--
