Assigned Name,Code,Round number,Effort,Random Draw,Performance,Effort2,Random Draw2,Performance2,Participated1,Participated2,Win1,Win2,Round Payoff,Selected round,Selected Payment,Converted Payment,Beta,Non-Exc,Group id,Group members,Decision Time,Session Code,Action Log,Mini Test,Timeout or not?
Participant 1,wf9pmq29,Trial: 1,0.0,0.0,0.0,,,,0,-,-,-,10.0,1,0.0,0.0,36.8,Exc,85,1/2--No,0.0,22/07/2021 08:58:32,,,
Participant 2,x8uj1p5k,Trial: 1,0.0,0.0,0.0,,,,0,-,-,-,10.0,1,0.0,0.0,36.8,Exc,85,2/1--No,0.0,22/07/2021 08:58:32,,,
Participant 1,wf9pmq29,Round: 1,0.0,0.0,0.0,,,,0,-,-,-,10.0,1,10.0,5.5,36.8,Exc,86,1/2--No,0.0,22/07/2021 08:58:32,,-,
Participant 2,x8uj1p5k,Round: 1,0.0,0.0,0.0,,,,0,-,-,-,10.0,1,10.0,5.5,36.8,Exc,86,2/1--No,0.0,22/07/2021 08:58:32,,-,
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,63,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,63,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,64,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,64,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,65,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,65,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,66,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,66,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,67,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,67,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,68,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,68,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,69,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,69,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,70,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,70,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,71,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,71,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,72,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,72,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,73,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,73,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,74,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,74,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,75,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,75,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,76,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,76,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,77,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,77,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,78,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,78,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,79,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,79,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,80,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,80,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,81,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,81,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,82,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,82,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,83,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,83,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,wf9pmq29,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,84,,0.0,22/07/2021 08:58:32,,-,--
Participant 2,x8uj1p5k,-,0.0,0.0,0.0,,,,-,-,-,-,0.0,1,0.0,0.0,36.8,Exc,84,,0.0,22/07/2021 08:58:32,,-,--
Participant 1,o38xfnoi,Trial: 1,5.7,-25.06,9.75,4.3,11.86,41.03,1,1,0,1,30.0,11,0.0,0.0,36.8,Non Exc,115,1/7-6-22--No-Yes,34.0,22/07/2021 12:28:09,S1:6=T6-S2:4=T13-M1:5.9=T20-M1:5.8=T20-M1:5.7=T21-P2:4.1=T24-P2:4.2=T24-P2:4.3=T25--,-,--
Participant 2,al64bbac,Trial: 1,4.0,9.82,37.55,3.0,-5.12,16.85,1,1,1,0,33.0,11,0.0,0.0,36.8,Non Exc,114,2/11-5-4--Yes-No,52.0,22/07/2021 12:28:09,S1:0.2=T13-S1:0.3=T13-S1:0.7=T13-S1:1.3=T13-S1:1.6=T13-S1:1.9=T14-S1:2.2=T14-S1:2.9=T14-S1:3.5=T14-S1:4.6=T14-S1:5.3=T14-S1:5.4=T14-S1:5.5=T17-S1:5.7=T17-S1:5.6=T20-S1:5.5=T20-S1:5.4=T20-S1:5.2=T20-S1:5.1=T20-S1:5=T20-S1:4.8=T20-S1:4.7=T20-S1:4.6=T20-S1:4.5=T20-S1:4.4=T20-S1:4.3=T20-S1:4.2=T20-S1:4.1=T20-S1:4=T20-S1:4.1=T24-M1:4=T27-P2:0.1=T31-P2:0.2=T31-P2:0.3=T31-S2:0.4=T33-S2:0.6=T33-S2:0.7=T33-S2:0.8=T33-S2:0.9=T33-S2:1=T33-S2:1.1=T33-S2:1.3=T33-S2:1.5=T33-S2:1.7=T33-S2:1.8=T34-S2:1.9=T35-S2:2=T35-S2:2.1=T40-S2:2.2=T40-S2:2.5=T40-S2:2.6=T40-S2:2.7=T40-S2:2.8=T40-S2:3=T40-S2:3.2=T40-S2:3.3=T40-S2:3.4=T40-S2:3.5=T40-S2:3.7=T40-S2:3.8=T41-S2:3.9=T41-S2:4=T41-S2:3.9=T42-S2:3.8=T42-S2:3.7=T43-S2:3.5=T43-S2:3.4=T43-S2:3.3=T43-S2:3.1=T43-S2:2.9=T43-S2:2.7=T43-S2:2.4=T43-S2:2.1=T43-S2:2=T43-S2:1.9=T43-S2:2=T43-S2:2.1=T43-S2:2.2=T43-S2:2.3=T43-S2:2.4=T43-S2:2.5=T43-S2:2.6=T43-S2:2.7=T43-S2:2.8=T43-S2:2.9=T43-S2:3=T44-S2:3.1=T44-S2:3.2=T44-S2:3.3=T44-M2:3.2=T47-M2:3.1=T47-M2:3=T48--,-(3)-,--
Participant 3,037ild14,Trial: 1,6.0,18.2,54.04,4.0,3.77,31.5,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,111,3/25-27-28--No-No,57.0,22/07/2021 12:28:09,S1:0.1=T6-S1:0.3=T6-S1:0.4=T6-S1:0.5=T6-S1:0.7=T6-S1:1=T6-S1:1.1=T6-S1:1.2=T6-S1:1.3=T6-S1:1.4=T6-S1:1.5=T6-S1:1.6=T7-S1:1.7=T7-S1:1.8=T7-S1:1.9=T7-S1:2=T7-S1:2.1=T8-S1:2.2=T8-S1:2.3=T8-S1:2.4=T8-S1:2.5=T8-S1:2.6=T8-S1:2.7=T8-S1:2.8=T8-S1:2.9=T8-S1:3.1=T8-S1:3.2=T8-S1:3.3=T8-S1:3.4=T8-S1:3.5=T8-S1:3.6=T9-S1:3.7=T9-S1:3.8=T9-S1:3.9=T19-S1:4.5=T19-S1:5.1=T19-S1:5.5=T19-S1:5.8=T19-S1:6=T19-S1:6.1=T20-P1:6.2=T21-P1:6.3=T23-P2:0.1=T31-P2:0.2=T33-S2:0.1=T34-S2:1.3=T34-S2:1.4=T34-S2:1.5=T34-S2:1.6=T34-S2:1.8=T34-S2:1.9=T34-S2:2.3=T34-S2:2.9=T34-S2:3.4=T34-S2:3.7=T34-S2:3.7=T36-S2:3.7=T36-S2:3.7=T36-M1:6.2=T46-M1:6.1=T47-M1:6=T49-P2:3.8=T51-P2:3.9=T52-P2:4=T53--,-(3)-,--
Participant 4,7tvp0v7c,Trial: 1,4.0,-32.37,-4.65,4.0,33.5,61.22,1,1,0,1,32.0,11,0.0,0.0,36.8,Non Exc,114,4/11-5-2--No-Yes,44.0,22/07/2021 12:28:09,S1:0.2=T14-S1:1.1=T14-S1:1.4=T14-S1:1.7=T14-S1:1.9=T14-S1:2.1=T14-S1:2.2=T14-S1:2.3=T14-S1:2.4=T14-S1:2.5=T14-S1:2.6=T14-S1:3.2=T14-S1:3.7=T14-S1:3.8=T14-S1:3.9=T15-S1:4=T15-S2:0.1=T17-S2:1.1=T17-S2:2.5=T17-S2:3.8=T17-S2:4=T17-S2:4.1=T17-S2:4.3=T18-S2:4.8=T18-S2:4.9=T18-S2:4.8=T18-S2:4.7=T18-S2:4.6=T18-S2:4.5=T18-S2:4.4=T18-S2:4.3=T21-M2:4.2=T31-M2:4.1=T32-M2:4=T33--,-,--
Participant 5,ifd7tams,Trial: 1,4.4,-31.4,-1.77,5.6,7.36,41.81,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,114,5/11-4-2--No-No,55.0,22/07/2021 12:28:09,S1:4.4=T7-S2:5.6=T11--,-,--
Participant 6,qzd1yt8f,Trial: 1,4.1,34.03,62.25,5.9,-12.2,23.3,1,1,1,0,30.0,11,0.0,0.0,36.8,Non Exc,115,6/7-1-22--Yes-No,32.0,22/07/2021 12:28:09,S1:0.2=T6-S1:1=T6-S1:1.3=T6-S1:2.4=T6-S1:2.7=T6-S1:2.8=T6-S1:3.1=T6-S1:3.3=T6-S1:3.4=T19-S1:3.6=T19-S1:3.7=T19-S1:3.8=T20-S1:3.9=T21-S1:4=T22-S1:4.1=T23-S2:0.1=T25-S2:0.5=T25-S2:0.9=T26-S2:1.4=T26-S2:1.7=T26-S2:1.9=T26-S2:2.2=T26-S2:2.7=T26-S2:3.5=T26-S2:3.7=T26-S2:3.9=T26-S2:4=T28-S2:4.1=T28-S2:4.2=T28-S2:4.3=T28-S2:4.5=T28-S2:4.7=T28-S2:4.9=T28-S2:5=T28-S2:5.4=T28-S2:5.9=T29-S2:5.9=T29-S2:5.9=T29-S2:5.9=T29--,-,--
Participant 7,1ftzmopy,Trial: 1,3.0,-4.71,17.27,7.0,-2.14,36.78,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,115,7/6-1-22--No-No,36.0,22/07/2021 12:28:09,S1:3=T24-S2:0.3=T33-S2:7=T33-S2:7=T33-S2:7=T33-S2:7=T33-S2:7=T33-S2:7=T33--,-(3)-,--
Participant 8,nl14fjlu,Trial: 1,5.0,8.12,40.3,5.0,20.52,52.71,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,113,8/13-15-19--No-No,37.0,22/07/2021 12:28:09,S1:4.7=T8-S1:4.8=T11-S1:4.9=T11-P1:5=T15-P2:0.1=T17-S2:0.2=T18-S2:0.4=T18-S2:0.7=T18-S2:1.5=T18-S2:2.3=T18-S2:2.6=T18-S2:2.8=T18-S2:2.9=T18-S2:3=T18-S2:3.1=T18-S2:3.4=T18-S2:3.5=T18-S2:3.6=T18-S2:3.7=T18-S2:3.8=T19-S2:3.9=T19-S2:4=T19-S2:4.1=T19-S2:4.2=T19-S2:4.4=T19-S2:4.5=T19-S2:4.6=T19-S2:4.7=T19-S2:4.8=T19-S2:4.9=T19-S2:5=T19-S2:5=T20-S2:5=T20-S2:5=T20-S2:5=T20-S2:5=T20--,-,--
Participant 9,wxr584ti,Trial: 1,6.1,-5.12,31.05,3.9,0.35,27.57,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,112,9/26-21-18--No-No,25.0,22/07/2021 12:28:09,S1:0.2=T7-S1:0.8=T7-S1:1=T7-S1:1.2=T7-S1:1.4=T7-S1:1.5=T7-S1:1.6=T7-S1:1.8=T7-S1:2.2=T7-S1:2.3=T7-S1:2.4=T8-S1:2.5=T8-S1:2.6=T8-S1:2.8=T8-S1:3.2=T8-S1:3.6=T8-S1:3.9=T8-S1:4.2=T8-S1:4.5=T8-S1:4.7=T8-S1:4.8=T8-S1:5=T8-S1:5.1=T8-S1:5.2=T8-S1:5.3=T8-S1:5.4=T8-S1:5.5=T8-S1:5.6=T8-S1:5.7=T8-S1:5.8=T9-S1:6=T9-S1:6.1=T11-S2:0.1=T17-S2:0.5=T17-S2:0.6=T17-S2:0.8=T17-S2:1.1=T17-S2:1.2=T17-S2:1.3=T17-S2:1.6=T17-S2:2.1=T17-S2:2.6=T17-S2:2.9=T17-S2:3.3=T17-S2:3.9=T17-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T18-S2:3.9=T19--,never,--
Participant 10,s5qdnh89,Trial: 1,4.9,8.18,39.96,5.0,-3.67,28.52,1,1,0,1,30.1,11,0.0,0.0,36.8,Non Exc,116,10/23-16-20--No-Yes,88.0,22/07/2021 12:28:09,S1:0.1=T6-S1:0.2=T7-S1:0.4=T7-S1:0.5=T7-S1:0.6=T7-S1:0.7=T7-S1:0.9=T7-S1:1.1=T7-S1:1.2=T7-S1:1.3=T7-S1:1.4=T7-S1:1.7=T7-S1:1.9=T7-S1:2=T7-S1:2.1=T7-S1:2.2=T8-S1:2.3=T8-S1:2.4=T8-S1:2.5=T8-S1:2.6=T8-S1:2.7=T8-S1:2.8=T8-S1:2.9=T9-S1:3=T15-S1:3.1=T15-S1:3.2=T15-S1:3.3=T15-S1:3.4=T15-S1:3.5=T15-S1:3.7=T16-S1:3.9=T16-S1:4=T16-S1:4.1=T16-S1:4.2=T16-S1:4.3=T16-S1:4.4=T16-S1:4.5=T16-S1:4.6=T16-S1:4.7=T16-S1:4.8=T16-S1:4.9=T16-S1:5=T16-S1:5.1=T16-S1:5.2=T16-S1:5.3=T16-S1:5.4=T16-S1:5.5=T16-S1:5.6=T16-S1:5.7=T16-S1:5.8=T17-S1:5.9=T17-S1:6=T17-S1:6.1=T17-S1:6.2=T17-S1:6.3=T17-S1:6.4=T17-S1:6.5=T17-S1:6.6=T17-S1:6.7=T17-S1:6.8=T17-S1:6.7=T18-S1:6.6=T18-S1:6.5=T18-S1:6.4=T18-S1:6.3=T19-S1:6.2=T19-S1:6.1=T19-S1:6=T19-S1:5.9=T19-S1:5.8=T19-S1:5.7=T19-S1:5.6=T19-S1:5.5=T20-S1:5.4=T20-S1:5.3=T20-S1:5.2=T20-S1:5.1=T21-M1:5=T28-M1:4.9=T28-P2:0.1=T78-P2:0.2=T78-P2:0.3=T79-P2:0.4=T79-P2:0.5=T79-P2:0.6=T79-P2:0.7=T79-P2:0.8=T79-P2:0.9=T80-P2:1=T80-P2:1.1=T80-P2:1.2=T80-P2:1.3=T80-P2:1.4=T80-P2:1.5=T81-P2:1.6=T81-P2:1.7=T81-P2:1.8=T81-P2:1.9=T82-S2:2=T85-S2:3=T85-S2:3.5=T85-S2:3.8=T85-S2:4=T85-S2:4.3=T85-S2:4.4=T85-S2:4.5=T85-S2:4.6=T86-S2:4.7=T86-S2:4.8=T86-S2:4.9=T86-S2:5=T86--,-(5)-,Yes
Participant 11,ggum6a01,Trial: 1,6.0,-2.53,33.31,4.0,23.04,50.76,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,114,11/5-4-2--No-No,55.0,22/07/2021 12:28:09,S1:0.1=T12-S1:0.3=T12-S1:0.4=T12-S1:0.6=T12-S1:0.7=T12-S1:0.8=T14-S1:0.9=T14-S1:1=T14-S1:1.1=T14-S1:1.4=T14-S1:1.5=T14-S1:1.6=T14-S1:1.8=T14-S1:1.9=T14-S1:2.6=T14-S1:3=T14-S1:3.1=T15-S1:3.2=T15-S1:3.3=T15-S1:3.4=T15-S1:3.5=T15-S1:3.7=T15-S1:3.9=T15-S1:4=T15-S1:4.4=T15-S1:4.3=T16-S1:4.2=T16-S1:4.1=T26-S1:4.2=T26-S1:4.5=T26-S1:4.6=T26-S1:4.8=T27-S1:4.9=T27-S1:5.1=T27-S1:5.2=T27-S1:5.3=T27-S1:5.4=T27-S1:5.7=T27-S1:5.8=T28-S1:6=T28-S2:0.1=T41-S2:0.2=T41-S2:0.3=T41-S2:0.4=T41-S2:0.5=T41-S2:0.6=T43-S2:0.7=T43-S2:0.9=T43-S2:1=T43-S2:1.1=T43-S2:1.2=T43-S2:1.3=T43-S2:1.5=T44-S2:1.6=T45-S2:2.3=T45-S2:2.5=T45-S2:2.6=T47-S2:3.3=T47-S2:3.8=T47-S2:4=T47--,-,--
Participant 12,5vkiahjb,Trial: 1,6.6,19.54,57.28,3.4,-24.04,0.44,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,117,12/17-24-14--No-No,40.0,22/07/2021 12:28:09,S1:0.1=T6-S1:0.4=T6-S1:0.5=T6-S1:0.6=T6-S1:0.7=T6-S1:0.8=T6-S1:0.9=T6-S1:1=T6-S1:1.2=T6-S1:1.3=T6-S1:1.4=T6-S1:1.5=T6-S1:1.6=T6-S1:1.7=T6-S1:1.8=T6-S1:1.9=T6-S1:2=T6-S1:2.1=T7-S1:2.2=T7-S1:2.3=T8-S1:2.4=T8-S1:2.5=T8-S1:2.6=T8-S1:2.7=T8-S1:2.8=T8-S1:2.9=T8-S1:3=T8-S1:3.1=T9-S1:3.2=T10-S1:3.3=T19-S1:3.4=T19-S1:3.6=T19-S1:3.7=T19-S1:3.8=T19-S1:4.2=T19-S1:4.3=T19-S1:4.4=T20-S1:4.5=T20-S1:4.6=T20-S1:4.7=T22-S1:4.9=T22-S1:5.3=T22-S1:5.9=T22-S1:6.1=T22-S1:6.2=T22-S1:6.3=T22-S1:6.5=T22-S1:6.6=T22-S1:7=T22-S1:7.3=T22-S1:7.5=T22-S1:7.8=T22-S1:8=T22-S1:8.1=T22-S1:8.3=T22-S1:8.7=T22-S1:8.6=T23-S1:8.5=T23-S1:8.4=T23-S1:8.3=T23-S1:8.1=T23-S1:7.9=T23-S1:7.8=T23-S1:7.7=T23-S1:7.5=T23-S1:7.3=T23-S1:7.2=T23-S1:7.1=T23-S1:7=T23-S1:6.8=T24-S1:6.5=T24-S1:6.4=T24-S1:6.3=T24-S1:6.4=T24-S1:6.5=T24-S1:6.7=T24-S1:6.8=T24-S1:6.7=T26-S1:6.6=T26-S2:0.2=T32-S2:0.8=T32-S2:1.2=T32-S2:1.6=T32-S2:1.8=T32-S2:2=T32-S2:2.3=T32-S2:3=T33-S2:3.1=T33-S2:3.4=T33-S2:3.4=T33-S2:3.4=T33-S2:3.4=T33-S2:3.4=T33-S2:3.4=T33--,-(3)-,--
Participant 13,ateharh2,Trial: 1,5.0,15.63,47.82,5.0,28.04,60.23,1,1,0,1,30.0,11,0.0,0.0,36.8,Non Exc,113,13/15-19-8--No-Yes,18.0,22/07/2021 12:28:09,S1:0.1=T6-S1:0.7=T6-S1:1.1=T6-S1:1.7=T6-S1:2.1=T6-S1:2.6=T6-S1:2.8=T6-S1:2.9=T6-S1:3=T7-S1:3.3=T7-S1:3.7=T7-S1:4.1=T7-S1:4.4=T7-S1:4.5=T7-S1:4.6=T7-S1:4.7=T9-S1:4.8=T10-S1:4.9=T10-S1:5=T10-S2:0.1=T14-S2:1.4=T14-S2:2.6=T14-S2:4=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T14-S2:5=T15-S2:5=T15-S2:5=T15-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16-S2:5=T16--,-(1)-,--
Participant 14,utz0dnhc,Trial: 1,6.4,15.2,52.33,3.6,-33.71,-8.09,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,117,14/12-17-24--No-No,79.0,22/07/2021 12:28:09,S1:0.2=T16-S1:0.3=T16-S1:0.4=T17-S1:0.6=T17-S1:0.7=T17-S1:0.9=T17-S1:1=T17-S1:1.1=T17-S1:1.2=T17-S1:1.3=T17-S1:1.4=T17-S1:1.5=T17-S1:1.6=T17-S1:1.7=T17-S1:1.8=T17-S1:1.9=T17-S1:2=T17-S1:2.1=T18-S1:2.2=T18-S1:2.5=T18-S1:2.9=T18-S1:3.1=T19-S1:3.4=T19-S1:3.5=T19-S1:3.6=T19-S1:3.7=T19-S1:3.8=T19-S1:3.9=T22-S1:4=T22-S1:4.1=T22-S1:4.2=T22-S1:4.3=T22-S1:4.4=T22-S1:4.5=T22-S1:4.6=T22-S1:4.7=T23-S1:4.8=T23-S1:4.9=T23-S1:5=T28-S1:5.1=T28-S1:5.2=T28-S1:5.3=T33-S1:5.4=T33-S1:5.6=T33-S1:5.7=T33-S1:5.8=T33-S1:5.9=T33-S1:6=T34-S1:6.1=T34-S1:6.2=T34-S1:6.3=T35-S1:6.4=T35-S1:6.5=T35-S1:6.6=T35-S1:6.7=T35-S2:0.1=T43-S2:0.7=T43-S2:1=T43-S2:1.1=T43-S2:1.3=T43-S2:1.7=T43-S2:1.9=T43-S2:2.3=T43-S2:2.6=T43-S2:2.7=T43-S2:2.8=T43-S2:2.9=T43-S2:3=T43-S2:3.1=T43-S2:3.2=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-S2:3.3=T44-M1:6.6=T70-M1:6.5=T71-M1:6.4=T75-P2:3.4=T77-P2:3.5=T77-P2:3.6=T77-P2:3.6=T78--,-(4)-,Yes
Participant 15,equb2kdi,Trial: 1,8.6,-19.24,23.8,1.4,25.85,32.58,1,1,0,0,0.0,11,0.0,0.0,36.8,Non Exc,113,15/13-19-8--No-No,53.0,22/07/2021 12:28:09,S1:4.9=T8-S2:0.1=T20-S2:4.6=T20-S2:5.1=T20-S2:5.1=T20-S2:5.1=T21-S2:5.1=T21-S2:5.1=T21-S2:5.1=T21-S2:4.8=T30-S2:3.8=T30-S2:3.7=T30-S2:3.5=T30-S2:3.3=T30-S1:4.8=T33-S1:5.1=T33-S1:6.5=T33-S1:6.7=T33-S1:6.7=T33-S1:6.7=T33-S1:6.7=T33-S1:6.7=T33-S2:1.4=T45-S1:6.8=T48-S1:8.3=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48-S1:8.6=T48--,-(3)-,--
